File Name,Risk Reward 2014-2019,Risk Reward 2019-2023,Market Cap 2019
VLGEA_15.csv,-3160.395940533058,126.87317821811159,274535.46
BYON_15.csv,-1408.793418907569,25.665533890588353,454222.98000000004
JWN_15.csv,-727.4731545851121,267.9731003290543,7944543.52
WMK_15.csv,-664.0626911416367,46.16298447508179,1285186.44
CAKE_15.csv,-496.22466075074414,81.44834193747339,1933069.5999999999
BBW_15.csv,-447.1365263044456,19.141364494185627,64609.920000000006
IDT_15.csv,-382.55923158297503,18.606826450829818,140171.52
RAVE_15.csv,-358.07065206687787,25.224034225795744,15372.42
GLP_15.csv,-240.24240810277814,24.151240152227263,566713.3200000001
CONN_15.csv,-231.66887290883116,319.9834579307679,621234.24
CATO_15.csv,-228.2407311085804,-218.8291025269776,326683.5
HVT_15.csv,-220.39997749080706,30.936746649628603,362270.93
SBH_15.csv,-216.7836486709317,86.3589820539117,2084205.76
HIBB_15.csv,-181.61019808619977,19.17552351485515,275387.16000000003
BKE_15.csv,-173.84559503427326,26.016196399551184,951929.56
RRGB_15.csv,-155.64087399697573,75.49983413204295,347233.67
ETD_15.csv,-153.1361192105151,32.266011801800566,474788.03
PSMT_15.csv,-119.98323672488509,50.454718064994154,1796647.56
GPS_15.csv,-82.20850388527623,64.3218479622573,9821925.5
SIG_15.csv,-74.51194191850166,22.62878859470668,1716729.84
DBI_15.csv,-70.66789330707378,91.39993758769602,1811794.15
BGFV_15.csv,-67.7526098514835,25.251517305437883,64700.48
DXLG_15.csv,-62.681946713473536,34.77415214918658,108853.8
PDCO_15.csv,-55.79197015899393,41.139632466307546,1907625.86
M_15.csv,-45.982453356999244,75.88142067165263,9457684.92
CHS_15.csv,-45.58602245752442,33.39081020372302,738064.4500000001
BBWI_15.csv,-42.16068284750283,33.75214150166262,7238538.75
SLB_15.csv,-39.8915033076432,39.783729792521065,51514634.400000006
SPH_15.csv,-38.52967941222401,130.04671012929808,1198131.52
NATH_15.csv,-34.9775108550804,-29.664410030297347,275556.69
KIRK_15.csv,-34.620117706760574,61.211307437103194,146797.04
GME_15.csv,-31.27825554152277,21.2711125864646,1332721.76
BH_15.csv,-31.020291512691582,39.69527318957018,241804.03
RUSHB_15.csv,-17.372665301525046,37.35011585688132,304408.8
JAN_15.csv,-9.074624664368285,76.71337103465366,3887.4123999999997
CLMB_15.csv,-8.759065983250487,-12.68119186652871,45544.48
CSBR_15.csv,-3.6076365287282948,-9.182416320893218,90537.75
ARKR_15.csv,-2.652572986975729,-3.497456628050834,64672.200000000004
BGI_15.csv,-2.434381768045932,-4.3917484487482685,9935.71
BDL_15.csv,-1.6674363461908592,-1.883194988193806,47218.6
HVTA_15.csv,-1.2700269725417552,-1.3031682830936993,-33680.63
DPZ_15.csv,14.932855038179886,34.6463936293494,10120063.5
ORLY_15.csv,17.071643122258227,18.246922729279728,26965859.80956
COST_15.csv,17.200188726754604,14.283501074794017,90194727.99509999
HD_15.csv,18.21471571144896,26.011290652783735,194741922.48
AZO_15.csv,19.47486999296211,16.85670492261315,21133887.8959
MCD_15.csv,19.513278765121377,28.33160351336891,135726414.6
LULU_15.csv,19.849338047046338,18.182035605447677,15126163.799999999
WEN_15.csv,20.80886364942486,50.23598351686777,3616484.12
LOW_15.csv,21.0721919987033,22.656594752481173,74088842.39
DENN_15.csv,21.379079203166352,113.02200857071095,1009141.2
WINA_15.csv,24.009092012851664,20.651712184455526,617464.0
ULTA_15.csv,24.338299668226256,29.24423176271438,14707596.64
CASY_15.csv,25.223353313916334,25.194549327518974,4621873.5600000005
DRI_15.csv,26.033452196112528,35.6024650162458,12402312.3
FLWS_15.csv,26.852808851284586,60.81043136840979,434156.1
CMG_15.csv,27.077394925619995,16.355224326497016,12319644.042129999
TGT_15.csv,27.267655120137224,25.83089963280643,34670650.96
ABG_15.csv,28.607612456404816,21.29176154116504,1335288.24
TXRH_15.csv,28.726425875730357,28.822649340642954,4248379.76
MGRC_15.csv,28.84999725924359,23.760950581486522,1227961.96
LAD_15.csv,29.41575627445184,20.125308229797373,1770103.5299999998
CNXN_15.csv,29.946729633889856,25.688777860353234,799798.8
SGU_15.csv,30.398949627762214,54.68633890084201,490093.94999999995
KMX_15.csv,31.271096425809024,50.23629454229486,10817301.45
WMT_15.csv,33.9706011195418,27.012386117492678,271176968.40000004
RICK_15.csv,35.54295429295763,24.209136865836808,212151.3
DLTR_15.csv,35.70776758061017,36.9443348086621,21702864.0
SNA_15.csv,35.79600784240779,26.424313068783068,8210868.27682
IMKTA_15.csv,36.11099657046076,18.212319729028287,392948.10000000003
ROST_15.csv,37.561542442410655,34.43553826568492,31280603.48
CRI_15.csv,38.930198100964375,109.29359166092503,3729816.15
JACK_15.csv,39.97341982008889,59.00670480646885,2007954.0
RUSHA_15.csv,39.99007296625374,38.83316116061297,1017769.5000000001
CBRL_15.csv,42.7844558837424,-166.8973685553881,3861782.87966
AAP_15.csv,45.548135888320815,-56.633739836034636,11511420.479999999
PZZA_15.csv,46.30487704176207,30.90989463524815,1269793.4600000002
GPI_15.csv,46.42068616467332,17.140773507174686,1040381.24
YUM_15.csv,47.35821066510739,39.78239371189737,28556894.88
PETS_15.csv,48.13385242468068,-233.18061219394454,481290.72000000003
CTRN_15.csv,49.259353241276386,36.84635291833053,268235.25
ZUMZ_15.csv,49.58705364190904,55.03327654269032,500918.22000000003
SCVL_15.csv,52.041566455331576,53.947803041151836,543122.46
SAH_15.csv,56.132982069422724,20.274572418453673,438388.67
WSM_15.csv,57.454083843122945,19.4919549864754,4021376.35
BJRI_15.csv,60.760028559615364,67.6589180192039,1076695.54
SBUX_15.csv,63.423322410985946,38.3975066292473,79969055.99999999
HZO_15.csv,65.05148189702251,28.811716630335876,506457.18
TSCO_15.csv,65.49406587752159,20.369727494090746,10017916.440000001
PRTS_15.csv,69.72449471718387,22.788319968808285,34113.7008
PLCE_15.csv,70.27858997809197,1021.0250343634203,1438189.1400000001
TAST_15.csv,77.91769495064001,53.32375660550284,349199.33999999997
AEO_15.csv,79.98339622184767,51.79811433806363,3431602.4
PAG_15.csv,84.58340095298024,18.361100011466593,3481846.83
FL_15.csv,95.35346402043186,176.36958055347438,5956076.399999999
TJX_15.csv,102.84218668260799,25.305158511717448,55072255.699999996
WBA_15.csv,108.77056884369495,-41.08016465927868,64191997.800000004
CVS_15.csv,111.56186875235538,57.89595126789252,84807990.42
KSS_15.csv,115.45749106733349,205.9772197262761,11195746.2
BIG_15.csv,116.76512549271374,647.4069331765344,1179443.05
AN_15.csv,121.35698664499026,17.973130377324857,3241796.2499999995
GTIM_15.csv,131.67286152770356,44.94463671752262,31432.729999999996
CAL_15.csv,151.2092908389207,40.290563494471044,1219021.54
DDS_15.csv,156.64660085606948,18.00023775263154,1425500.8399999999
DKS_15.csv,163.60731658151002,18.056734244547048,2343418.7399999998
GES_15.csv,169.93132740430633,41.60181401430641,1716406.02
EAT_15.csv,210.62086284341402,48.34088769777791,1733140.0
FAST_15.csv,219.7048370901428,46.694412823487696,14698221.819999998
GCO_15.csv,236.04579893422002,51.344032725061986,909896.5800000001
URBN_15.csv,253.79127662819866,54.61128594732164,3572637.98
ANF_15.csv,278.2339670617757,20.186906792116766,1359040.8
ODP_15.csv,290.25743174006726,30.365868648096797,1430280.79
KR_15.csv,313.723225250708,32.228813350891066,21778383.900000002
